ind,sex,treat,new.ad,manichettaxcv,moved_to_man_n,days2emerge,I_instar,isolated_flying.cages,date_censored,days_censored,15gg_diss,25gg_diss,35gg_diss,dead_date,dead_dayspostneosf,dissected_date,dissected_days,eggs_mature,eggs_adv-mat,eggs_early-mat,note,description,IPSP_CODE
,f,BRA20,1,4,,56,20/04/2021,15/06/2021,,,30/06/2021,10/07/2021,20/07/2021,,,20/07/2021,35,24,0,6,,fBRA20_dpe35_man4_id,2681
,f,BRA20,1,5,,56,20/04/2021,15/06/2021,,,30/06/2021,10/07/2021,20/07/2021,,,29/06/2021,14,5,3,6,1fem a,fBRA20_dpe14_man5_id1fem a,2682
,f,BRA20,1,5,,56,20/04/2021,15/06/2021,,,30/06/2021,10/07/2021,20/07/2021,,,29/06/2021,14,19,2,3,1fem b,fBRA20_dpe14_man5_id1fem b,2683
,f,BRA20,1,5,,56,20/04/2021,15/06/2021,,,30/06/2021,10/07/2021,20/07/2021,,,29/06/2021,14,10,2,4,1fem c,fBRA20_dpe14_man5_id1fem c,2684
,f,BRA20,1,5,,56,20/04/2021,15/06/2021,29/06/2021,14,30/06/2021,10/07/2021,20/07/2021,,,,,,,,,fBRA20_dpe_man5_id,
,m,BRA20,1,5,,56,20/04/2021,15/06/2021,29/06/2021,14,,,,,,,,,,,,mBRA20_dpe_man5_id,
,m,BRA20,1,5,,56,20/04/2021,15/06/2021,,,,,,29/06/2021,14,,,,,,,mBRA20_dpe_man5_id,
,m,MO190,1,IV male,,56,20/04/2021,15/06/2021,22/06/2021,7,,,,,,,,,,,,mMO190_dpe_manIV male_id,
,m,MO190,1,IV male,,56,20/04/2021,15/06/2021,,,,,,25/06/2021,10,,,,,,,mMO190_dpe_manIV male_id,
,m,MO190,1,IV male,5,56,20/04/2021,15/06/2021,,,,,,29/06/2021,14,,,,,,,mMO190_dpe_manIV male_id,
,f,BRA20,1,6,,59,20/04/2021,18/06/2021,,,03/07/2021,13/07/2021,23/07/2021,06/07/2021,18,06/07/2021,18,15,0,0,dead,fBRA20_dpe18_man6_iddead,2685
,f,BRA20,1,6,,59,20/04/2021,18/06/2021,,,03/07/2021,13/07/2021,23/07/2021,,,23/07/2021,35,20,1,2,,fBRA20_dpe35_man6_id,2686
,f,MO190,1,3,,59,20/04/2021,18/06/2021,,,03/07/2021,13/07/2021,23/07/2021,29/06/2021,11,,,,,,,fMO190_dpe_man3_id,
,m,MO190,1,3,4 poi 5,59,20/04/2021,18/06/2021,,,,,,13/07/2021,25,,,,,,,mMO190_dpe_man3_id,
,m,MO190,1,3,5,59,20/04/2021,18/06/2021,06/07/2021,18,,,,,,,,,,,,mMO190_dpe_man3_id,
,m,MO190,1,3,5,59,20/04/2021,18/06/2021,20/07/2021,32,,,,,,,,,,,male control,mMO190_dpe_man3_idmale control,
,f,MO190,1,4,,63,20/04/2021,22/06/2021,,,07/07/2021,17/07/2021,27/07/2021,,,06/07/2021,14,2,4,2,,fMO190_dpe14_man4_id,2687
,m,MO190,1,4,,63,20/04/2021,22/06/2021,,,,,,25/06/2021,7,,,,,,,mMO190_dpe_man4_id,
,m,MO190,1,4,,63,20/04/2021,22/06/2021,,,,,,29/06/2021,7,,,,,,,mMO190_dpe_man4_id,
,f,BRA20,1,7,,66,20/04/2021,25/06/2021,,,10/07/2021,20/07/2021,30/07/2021,29/07/2021,34,29/07/2021,34,17,3,NA,dead,fBRA20_dpe34_man7_iddead,2688
,f,MO190,1,5,,66,20/04/2021,25/06/2021,,,10/07/2021,20/07/2021,30/07/2021,,,20/07/2021,25,17,1,NA,"dead female, ~ fresh","fMO190_dpe25_man5_iddead female, ~ fresh",2689
,f,MO190,1,5,,66,20/04/2021,25/06/2021,,,10/07/2021,20/07/2021,30/07/2021,,,20/07/2021,25,15,0,6,,fMO190_dpe25_man5_id,2690
,f,BRA20,1,8,,70,20/04/2021,29/06/2021,,,14/07/2021,24/07/2021,03/08/2021,03/08/2021,35,,,,,,"dead female, completely dry and smashed when found: 03/08/2021","fBRA20_dpe_man8_iddead female, completely dry and smashed when found: 03/08/2021",
